row_index,true_label,true_name,pred_label,TotalScore_B,TotalScore_M
283,1,malicious,malicious,3.2799411110612073,1.2524698426547842
284,1,malicious,benign,2.126564951856803,6.859263939428462
285,0,benign,benign,1.4654626843606469,5.752516149596971
286,1,malicious,malicious,4.737138076991243,4.5683111943326775
287,1,malicious,malicious,3.162241144924602,1.2524698426547842
288,0,benign,benign,2.0958747113748935,3.8332467770762557
289,1,malicious,malicious,2.9821960805527583,1.2524698426547842
290,0,benign,benign,1.2929885432104504,8.0810177592172
291,1,malicious,malicious,2.9821960805527583,1.2524698426547842
292,0,benign,benign,2.435179993754339,2.792177053756139
293,1,malicious,benign,2.3257443650347263,2.7039700699361306
294,1,malicious,malicious,3.4923252338381654,2.779048489562294
295,0,benign,benign,2.340505465635945,2.9923208307132647
296,1,malicious,malicious,3.2799411110612073,1.2524698426547842
297,0,benign,benign,1.96167163925902,4.169521415775561
298,1,malicious,benign,2.608899627422608,4.107510115044389
299,0,benign,benign,3.818494159955224,8.61957088164414
300,1,malicious,malicious,3.2799411110612073,1.2524698426547842
301,1,malicious,malicious,2.442175574773533,1.2524698426547842
302,1,malicious,malicious,2.8230451843806876,2.593659316875554
303,1,malicious,benign,3.345254721388616,3.742939082159856
304,1,malicious,benign,4.030328093770501,5.266214297974485
305,1,malicious,malicious,3.2799411110612073,1.2524698426547842
306,0,benign,benign,1.4443017156398896,5.554157591804718
307,0,benign,benign,1.4875304504306048,4.231510954549636
308,0,benign,benign,3.7302799214291316,8.61957088164414
309,1,malicious,malicious,3.2799411110612073,1.2524698426547842
310,1,malicious,malicious,3.2799411110612073,1.2524698426547842
311,1,malicious,malicious,3.2799411110612073,1.2524698426547842
312,1,malicious,benign,2.3257443650347263,3.216929668013979
313,1,malicious,malicious,3.2799411110612073,1.2524698426547842
314,0,benign,benign,2.417037306054546,3.0838228229439952
315,0,benign,benign,0.912547225671957,5.440114448029252
316,1,malicious,malicious,3.2799411110612073,1.2524698426547842
317,1,malicious,malicious,3.2799411110612073,1.2524698426547842
318,1,malicious,malicious,3.2799411110612073,1.2524698426547842
319,1,malicious,malicious,3.2799411110612073,1.2524698426547842
320,1,malicious,benign,3.2317877068009127,3.4361957127144898
321,1,malicious,malicious,2.984525028847649,1.2524698426547842
322,0,benign,benign,1.5675413181091238,6.847214880216112
323,1,malicious,malicious,3.0207997956811536,1.2524698426547842
324,1,malicious,malicious,2.4047025106860653,1.2524698426547842
325,1,malicious,malicious,3.2799411110612073,1.2524698426547842
326,1,malicious,malicious,2.423435653159559,1.2524698426547842
327,0,benign,benign,1.9035402707044624,8.566942028731965
328,1,malicious,benign,3.0283522236574476,3.160249166422828
329,1,malicious,benign,2.576476854486241,2.9606612519878777
330,0,benign,benign,2.378755094728807,3.159725920050062
331,0,benign,benign,2.049132071382642,5.287774275769232
332,1,malicious,malicious,2.9821960805527583,1.2524698426547842
333,1,malicious,malicious,3.162241144924602,1.2524698426547842
334,1,malicious,malicious,3.2799411110612073,1.2524698426547842
335,1,malicious,benign,1.424534059943706,5.113201994503459
336,0,benign,benign,1.4654626843606469,5.464730948623446
337,1,malicious,malicious,2.984525028847649,1.2524698426547842
338,0,benign,benign,4.2092449814906905,8.60417471396855
339,0,benign,benign,1.394168571386152,3.3002743047748933
340,0,benign,benign,4.2092449814906905,8.583967564528722
341,0,benign,benign,3.818494159955224,8.61957088164414
342,1,malicious,benign,1.4679115916145724,4.366705999531295
343,0,benign,benign,1.909518337312507,3.262241588063447
344,1,malicious,malicious,3.2799411110612073,1.2524698426547842
345,1,malicious,malicious,3.162241144924602,1.2524698426547842
346,1,malicious,malicious,3.2799411110612073,1.2524698426547842
347,0,benign,benign,1.6011302752674,4.642993987416765
348,0,benign,benign,1.492831853295029,5.658491899601307
349,0,benign,benign,3.818494159955224,8.61957088164414
350,1,malicious,benign,3.468786803162192,5.873232490667306
351,0,benign,benign,2.9811458297898565,6.49306057433561
352,0,benign,benign,1.5597861952069931,7.282574233261446
353,1,malicious,malicious,3.075600469459542,1.2524698426547842
354,1,malicious,malicious,3.600010519974072,1.2524698426547842
355,1,malicious,benign,2.2814510645054087,3.9880650075358957
356,1,malicious,malicious,3.2799411110612073,1.2524698426547842
357,1,malicious,malicious,3.2799411110612073,1.2524698426547842
358,0,benign,benign,2.9811458297898565,6.49306057433561
359,1,malicious,benign,1.1775002740964546,4.98588398792978
360,0,benign,benign,1.502069737213146,6.09777966119318
361,0,benign,benign,1.6861755811934285,4.238235790195533
362,0,benign,benign,2.265004473590618,6.0129717716286635
363,1,malicious,malicious,3.2799411110612073,1.2524698426547842
364,1,malicious,malicious,3.2799411110612073,1.2524698426547842
365,1,malicious,malicious,2.9821960805527583,1.2524698426547842
366,1,malicious,benign,2.3469192304942252,2.677921297305119
367,1,malicious,benign,2.874124669482487,3.250529635099376
368,1,malicious,malicious,3.162241144924602,1.2524698426547842
369,1,malicious,benign,3.5223654162947957,4.157748096949421
370,1,malicious,malicious,3.2799411110612073,1.2524698426547842
371,1,malicious,benign,2.3922512122178903,4.635486820682919
372,1,malicious,malicious,2.9821960805527583,1.2524698426547842
373,1,malicious,benign,2.396745382430813,2.9243898327175866
374,0,benign,benign,1.4645313867709162,3.594079466983139
375,1,malicious,malicious,3.2799411110612073,1.2524698426547842
376,0,benign,benign,2.3970923845777126,3.1328296733465497
377,1,malicious,malicious,3.2799411110612073,1.2524698426547842
378,1,malicious,malicious,3.2799411110612073,1.2524698426547842
379,1,malicious,benign,2.3257443650347263,3.8932305851719953
380,1,malicious,benign,1.214755694560597,6.453240252512064
381,1,malicious,malicious,3.2799411110612073,1.2524698426547842
382,1,malicious,benign,2.4412194357438204,3.6582064121738114
383,0,benign,benign,1.502069737213146,5.574467206741334
384,1,malicious,malicious,3.2799411110612073,1.2524698426547842
385,1,malicious,malicious,2.984525028847649,1.2524698426547842
386,0,benign,benign,4.2092449814906905,8.583967564528722
387,1,malicious,benign,2.3257443650347263,3.8495818762443377
388,1,malicious,malicious,2.9821960805527583,1.2524698426547842
389,0,benign,benign,3.818494159955224,8.61957088164414
390,1,malicious,malicious,3.162241144924602,1.2524698426547842
391,1,malicious,malicious,3.2799411110612073,1.2524698426547842
392,1,malicious,malicious,3.162241144924602,1.2524698426547842
393,1,malicious,benign,2.1965623177756592,3.5609513918899163
394,0,benign,benign,2.791484204156333,5.7633219047799775
395,0,benign,benign,1.502069737213146,6.490802204479527
396,0,benign,benign,3.818494159955224,8.162884675882168
397,1,malicious,malicious,3.13127075903582,2.826550748074446
398,0,benign,benign,1.96167163925902,4.061734912867711
399,0,benign,benign,1.9711086358299659,5.0988428664410055
400,1,malicious,benign,3.1925896193361982,3.7082832486328394
401,1,malicious,malicious,3.162241144924602,1.2524698426547842
402,0,benign,benign,1.5150273752464416,7.3918581771065455
403,1,malicious,malicious,3.2799411110612073,1.2524698426547842
404,1,malicious,benign,3.1897053878108115,7.551400201042186
405,1,malicious,malicious,3.2799411110612073,1.2524698426547842
406,0,benign,benign,2.9833535662265898,6.49306057433561
407,0,benign,benign,3.818494159955224,8.61957088164414
408,0,benign,benign,2.9811458297898565,6.49306057433561
409,1,malicious,benign,2.340428876056523,3.6226230113262767
410,1,malicious,benign,1.060318511085066,5.808179635914031
411,1,malicious,malicious,2.4631995708298886,1.2524698426547842
412,1,malicious,benign,2.3257443650347263,2.7174878248881957
413,0,benign,benign,2.0862809368957205,5.483257532951642
414,1,malicious,malicious,3.2799411110612073,1.2524698426547842
415,1,malicious,malicious,2.9821960805527583,1.2524698426547842
416,0,benign,benign,1.5046646189370638,5.254628672633832
417,0,benign,benign,2.1965623177756592,2.9601369706778056
418,1,malicious,malicious,3.2799411110612073,1.2524698426547842
419,1,malicious,malicious,2.9821960805527583,1.2524698426547842
420,1,malicious,malicious,3.2799411110612073,1.2524698426547842
421,1,malicious,malicious,3.2799411110612073,1.2524698426547842
422,1,malicious,malicious,2.984525028847649,1.2524698426547842
423,1,malicious,malicious,2.9821960805527583,1.2524698426547842
424,1,malicious,malicious,2.984525028847649,1.2524698426547842
425,0,benign,malicious,2.402312291929733,1.2524698426547842
426,1,malicious,malicious,2.3257443650347263,2.29496274548513
427,1,malicious,benign,1.4076389502045277,4.200760783850141
428,0,benign,benign,1.5675413181091238,8.196289920755477
429,1,malicious,malicious,3.5698738771816165,1.2524698426547842
430,1,malicious,malicious,3.2799411110612073,1.2524698426547842
431,1,malicious,malicious,3.2799411110612073,1.2524698426547842
432,1,malicious,malicious,4.582372100976441,3.2315516811919265
433,1,malicious,malicious,2.9821960805527583,1.2524698426547842
434,0,benign,benign,1.2826156898883039,3.805518309117362
435,1,malicious,malicious,3.162241144924602,1.2524698426547842
436,0,benign,benign,1.4221512309959787,5.135370791773536
437,0,benign,malicious,2.442757811168913,1.2524698426547842
438,0,benign,benign,1.9992944193333944,3.434865914625308
439,0,benign,benign,1.1969790659175292,4.0829487097629835
440,0,benign,benign,1.461674393023175,5.68033568789826
441,1,malicious,malicious,3.2799411110612073,1.2524698426547842
442,1,malicious,malicious,3.2799411110612073,1.2524698426547842
443,0,benign,benign,2.446486102849363,5.196419208876581
444,0,benign,benign,2.0057391390387678,5.96953838777935
445,0,benign,benign,3.818494159955224,8.61957088164414
446,0,benign,benign,3.818494159955224,8.61957088164414
447,1,malicious,malicious,3.2799411110612073,1.2524698426547842
448,1,malicious,benign,2.27376535232003,4.009186005597015
449,0,benign,malicious,2.6066044848612426,1.2524698426547842
450,1,malicious,benign,3.0105464211448743,4.174988002137418
451,0,benign,benign,1.470507700860777,6.944303759910353
452,1,malicious,benign,4.1337905799203885,4.759624825202137
453,1,malicious,malicious,3.2799411110612073,1.2524698426547842
454,1,malicious,malicious,3.162241144924602,1.2524698426547842
455,1,malicious,benign,2.758158844500583,3.951677771576227
456,0,benign,benign,2.9811458297898565,6.49306057433561
457,1,malicious,malicious,3.2799411110612073,1.2524698426547842
458,1,malicious,malicious,3.0207997956811536,1.2524698426547842
459,1,malicious,malicious,3.075600469459542,1.2524698426547842
460,1,malicious,malicious,3.2799411110612073,1.2524698426547842
461,0,benign,benign,1.376141863717467,4.966312728247941
462,1,malicious,malicious,2.9821960805527583,1.2524698426547842
463,0,benign,benign,1.1312061139788856,4.8385683110418665
464,1,malicious,benign,3.6248483824528828,4.081605553974503
465,1,malicious,malicious,3.2799411110612073,1.2524698426547842
466,1,malicious,malicious,3.2799411110612073,1.2524698426547842
467,1,malicious,malicious,3.9795588256946384,3.30944856155171
468,1,malicious,malicious,3.6852574606912403,3.5622244125617986
469,1,malicious,malicious,3.2799411110612073,1.2524698426547842
470,1,malicious,malicious,3.2799411110612073,1.2524698426547842
471,1,malicious,malicious,3.244713314377623,1.2524698426547842
472,1,malicious,malicious,3.162241144924602,1.2524698426547842
473,1,malicious,malicious,3.162241144924602,1.2524698426547842
474,1,malicious,malicious,3.2799411110612073,1.2524698426547842
475,0,benign,benign,1.5046646189370638,4.5654142057777385
476,1,malicious,benign,2.576476854486241,3.8699657497533906
477,0,benign,benign,1.496247070989876,4.825014975984514
478,1,malicious,malicious,3.2799411110612073,1.2524698426547842
479,1,malicious,malicious,3.2799411110612073,1.2524698426547842
480,0,benign,malicious,4.583691813824242,2.471507853533367
481,0,benign,benign,1.4616900042143257,5.1727742433531425
482,1,malicious,malicious,3.162241144924602,1.2524698426547842
483,1,malicious,malicious,3.2799411110612073,1.2524698426547842
484,1,malicious,malicious,3.2799411110612073,1.2524698426547842
485,1,malicious,malicious,3.2799411110612073,1.2524698426547842
486,1,malicious,benign,2.684288571979282,2.77582777343278
487,1,malicious,malicious,3.0207997956811536,1.2524698426547842
488,0,benign,benign,2.3922512122178903,3.538652049240331
489,1,malicious,benign,2.046967992757068,5.401568200899305
490,0,benign,benign,1.5150273752464416,5.156273031229718
491,0,benign,benign,1.7709088196620608,5.655001037356008
492,0,benign,benign,1.5150273752464416,5.293995088428701
493,1,malicious,malicious,3.2799411110612073,1.2524698426547842
494,1,malicious,malicious,3.2799411110612073,1.2524698426547842
495,1,malicious,malicious,9.283677023026888,2.4456427536410072
